loss,mape,val_loss,val_mape
0.08173251897096634,1038295.5,0.06037440896034241,380.6179504394531
0.056995559483766556,744250.9375,0.03759797289967537,232.5695037841797
0.037389982491731644,478588.25,0.03260664641857147,161.5159149169922
0.03546087071299553,375289.0625,0.03254057466983795,151.11068725585938
0.033794596791267395,396841.65625,0.030939636752009392,147.05311584472656
0.032055579125881195,365344.9375,0.02816382423043251,157.23477172851562
0.030315831303596497,359674.1875,0.026894154027104378,150.91148376464844
0.028408093377947807,335688.15625,0.024658327922225,155.8340301513672
0.026085922494530678,346552.96875,0.022608257830142975,142.8019256591797
0.02367820218205452,347395.09375,0.021891573444008827,129.32472229003906
