loss,mape,val_loss,val_mape
0.03671589493751526,292306.25,0.013231541961431503,118.56397247314453
0.011028309352695942,96304.5,0.010743707418441772,81.60198211669922
0.01010824367403984,80467.671875,0.010090440511703491,81.09162139892578
0.009546359069645405,95137.4375,0.00950451847165823,72.07658386230469
0.009021603502333164,84407.953125,0.009015390649437904,71.5923080444336
0.00849905889481306,73521.1328125,0.008859237655997276,77.67459869384766
0.008038823492825031,65201.3515625,0.00812179408967495,64.09313201904297
0.00745480228215456,65697.6640625,0.007553341332823038,66.40556335449219
0.007034557871520519,69343.3984375,0.007005258928984404,57.4515495300293
0.006436703726649284,74105.3984375,0.006336445454508066,54.58992004394531
0.005863299127668142,60677.06640625,0.0058319238014519215,55.78004455566406
0.005273588467389345,64320.19921875,0.00534233171492815,44.72563552856445
0.004902990534901619,53216.4609375,0.005426119547337294,41.52081298828125
0.004596937447786331,49683.88671875,0.004903897643089294,46.740169525146484
0.004278336651623249,55408.35546875,0.004530858248472214,44.445491790771484
0.004261702764779329,39393.0078125,0.004591895267367363,35.00471115112305
0.004118422977626324,41807.2734375,0.00427233474329114,38.9769287109375
0.004050189163535833,42500.7421875,0.0042138900607824326,34.937347412109375
0.003997225780040026,35975.9296875,0.004194966983050108,39.758907318115234
0.0039994684047997,53967.24609375,0.004644349683076143,45.26411437988281
0.0039284746162593365,40262.17578125,0.0041348375380039215,35.70449447631836
0.0038741258904337883,39433.1328125,0.00425121933221817,35.39728927612305
0.003904774785041809,46219.72265625,0.004275934770703316,35.30453109741211
0.003786328947171569,39427.59765625,0.004055247642099857,36.79571533203125
0.003786747343838215,44133.609375,0.004196619149297476,42.4855842590332
0.0037554206792265177,46679.8515625,0.0041033118031919,35.26433563232422
0.003782478393986821,38927.3203125,0.004053486045449972,33.85694122314453
0.0036870636977255344,46397.95703125,0.00423316890373826,32.29331588745117
0.003669899422675371,43014.2734375,0.0042066122405231,30.52507972717285
0.0035748088266700506,49524.171875,0.003957720939069986,30.85696029663086
0.0036159297451376915,40567.84375,0.003897301619872451,35.32027816772461
0.0035903449170291424,39723.56640625,0.004116884432733059,36.81203842163086
0.0035645694006234407,41189.671875,0.0038980720564723015,35.70030212402344
0.0035281700547784567,40798.328125,0.0038429079577326775,35.43240737915039
0.0035265751648694277,41027.046875,0.00384168210439384,31.70926284790039
0.003470221534371376,39411.49609375,0.003940638154745102,32.38716125488281
0.003519239602610469,44858.125,0.0037921308539807796,33.48228073120117
0.0034680275712162256,40832.30859375,0.003814910538494587,34.04362487792969
0.003451048396527767,45792.83984375,0.00399149302393198,30.511449813842773
0.00347141083329916,42570.421875,0.003798007033765316,33.974056243896484
0.0034658724907785654,42265.57421875,0.003742754692211747,31.82011604309082
0.00342597346752882,36488.3984375,0.0038388234097510576,36.44015121459961
0.0034072466660290956,39988.0078125,0.003781598061323166,38.931976318359375
