,NB_LATITUDE,NB_LONGITUDE,Date,V00,V01,V02,V03,V04,V05,V06,V07,V08,V09,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,Identifier
0,-37.8612671,145.058038,2006-10-01,43,33,34,33,24,25,19,15,18,16,20,13,13,12,14,10,16,17,16,5,7,12,7,8,9,6,5,11,13,13,6,10,10,14,18,23,25,28,37,33,42,37,37,48,45,47,60,59,41,70,58,54,72,50,64,53,52,60,62,60,63,66,86,86,52,82,67,82,79,96,78,65,82,70,63,66,49,72,65,50,30,48,33,36,47,46,43,46,33,26,28,23,15,18,22,15,2846 - 38
1,-37.8612671,145.058038,2006-10-02,16,9,14,9,7,4,5,8,4,2,7,1,4,3,3,4,4,5,1,2,2,2,3,12,12,9,27,21,42,37,36,54,53,66,70,45,58,51,60,48,45,44,41,56,61,58,74,68,61,51,68,62,42,54,56,61,69,54,67,70,74,84,150,159,168,177,175,185,161,177,170,224,206,168,165,128,119,106,85,51,48,46,40,50,38,38,53,35,38,25,26,22,19,25,17,13,2846 - 38
2,-37.8612671,145.058038,2006-10-03,9,13,10,7,7,6,6,3,6,1,5,3,3,1,4,3,2,1,5,8,1,4,12,12,16,22,33,31,40,38,39,50,37,44,63,61,48,47,49,48,51,35,47,52,67,66,53,66,43,68,68,46,62,62,61,64,74,70,55,88,102,92,116,158,175,146,143,132,147,216,239,214,244,220,172,150,123,131,69,81,89,61,69,46,56,54,53,49,50,45,31,46,36,32,27,16,2846 - 38
3,-37.8612671,145.058038,2006-10-04,16,15,19,2,9,11,7,2,4,8,2,2,1,3,2,1,4,1,1,6,3,4,6,6,12,9,22,32,45,41,41,35,52,59,62,57,58,37,45,58,49,41,41,46,33,38,56,73,79,60,59,75,76,88,54,65,59,77,69,89,85,136,177,167,156,200,145,185,176,209,220,188,218,195,201,138,116,127,91,55,49,69,59,59,57,71,57,44,50,46,45,41,36,15,24,21,2846 - 38
4,-37.8612671,145.058038,2006-10-05,18,12,11,12,8,6,5,4,4,4,6,4,4,2,0,0,3,3,3,5,6,4,5,14,15,10,25,34,30,35,42,34,41,56,59,46,66,43,60,59,53,49,44,41,45,51,57,50,76,51,59,63,60,63,58,76,54,62,74,93,72,121,158,142,178,142,188,185,169,165,208,200,210,171,156,161,129,127,81,76,76,85,76,64,60,45,63,63,43,59,53,37,37,26,26,19,2846 - 38
5,-37.8612671,145.058038,2006-10-06,19,16,12,8,7,11,14,8,5,6,2,3,8,5,4,3,3,6,3,4,4,6,4,13,14,11,33,27,40,36,39,47,54,51,50,53,42,47,65,61,40,57,59,45,64,58,58,49,87,59,61,47,64,67,64,77,81,74,85,64,99,184,160,165,161,169,175,218,203,232,245,248,224,195,138,94,95,100,94,60,59,56,60,51,40,39,41,38,40,43,51,45,54,53,51,44,2846 - 38
6,-37.8612671,145.058038,2006-10-07,32,42,35,29,26,20,18,23,12,12,16,11,10,16,12,8,8,6,4,6,6,10,6,7,11,11,13,7,16,13,20,33,22,25,37,37,40,49,42,41,47,57,41,68,48,67,71,75,60,85,83,76,70,84,68,67,64,59,64,54,59,95,61,74,59,66,84,79,91,100,83,84,78,76,76,74,57,58,42,43,43,38,41,28,26,26,36,43,34,29,39,50,39,33,42,36,2846 - 38
7,-37.8612671,145.058038,2006-10-08,51,39,32,38,27,27,15,13,16,11,12,15,10,8,9,9,9,11,6,6,2,11,7,7,7,12,5,7,6,8,10,12,12,18,14,16,18,30,25,48,46,41,43,48,52,58,58,64,63,64,79,70,78,72,73,58,73,55,53,51,69,71,79,68,85,98,80,105,87,103,91,86,77,76,75,56,41,44,50,40,40,49,38,42,26,37,42,33,22,28,34,25,20,14,14,12,2846 - 38
8,-37.8612671,145.058038,2006-10-09,19,9,13,8,0,6,3,7,7,6,4,2,0,3,2,3,1,4,6,3,5,5,6,15,19,11,17,37,35,37,42,47,65,49,51,52,36,39,62,32,31,53,47,63,62,44,49,57,71,67,55,70,62,58,50,68,62,52,63,90,71,101,96,139,168,142,85,140,144,179,188,188,221,202,187,136,116,102,75,73,55,66,50,50,45,51,34,42,41,37,39,25,19,17,10,14,2846 - 38
9,-37.8612671,145.058038,2006-10-10,8,16,6,7,9,2,3,5,2,4,4,2,1,2,2,2,0,2,4,1,4,5,9,10,23,9,26,33,44,52,43,45,44,60,59,52,54,68,59,68,45,35,37,57,54,54,65,51,47,63,58,73,54,62,47,53,69,71,78,70,90,104,95,130,164,154,145,156,148,186,233,214,234,232,237,138,135,123,77,94,80,85,68,51,43,60,57,45,51,30,35,63,32,22,27,16,2846 - 38
